id;message;category
1704;Depuis l'installation de votre logiciel de gestion de stock, l'impression des étiquettes code-barres produit des résultats illisibles par nos scanners. Les traits sont trop fins et les espacements incorrects. Y a-t-il des paramètres d'impression spécifiques ?;problème technique
1705;Je souhaite organiser un événement de lancement pour mon entreprise et vos écrans interactifs seraient parfaits pour les démonstrations. Proposez-vous de la location courte durée avec service d'installation et formation rapide pour nos équipes ?;autre
1706;Cette dashcam enregistre-t-elle automatiquement en cas de choc même véhicule éteint ? La qualité nocturne est-elle suffisante pour identifier une plaque d'immatriculation à 10 mètres ? Et combien d'heures de vidéo stocke la carte mémoire fournie ?;question produit
1707;Votre livreur a laissé mon colis électronique de 800€ dans mon hall d'immeuble sans code d'accès, accessible à tous. Évidemment, il a disparu dans l'heure qui a suivi. Votre transporteur doit assumer cette faute professionnelle grave;réclamation
1708;La synchronisation entre mon casque sans fil et ma base de chargement ne fonctionne plus. Le casque se connecte bien à mes appareils mais ne se recharge plus quand je le pose sur sa station. Les contacts semblent propres et bien alignés;problème technique
1709;Excellent travail sur votre nouvelle interface de commande en ligne ! Elle est beaucoup plus intuitive que la précédente et le processus de paiement est fluide. Mes parents âgés arrivent maintenant à passer commande seuls, c'est formidable;autre
1710;Ce modèle de robot tondeuse peut-il gérer une pelouse avec une pente de 35% sur une partie du terrain ? Comment délimite-t-on les zones interdites comme les massifs de fleurs ? Et fonctionne-t-il correctement par temps pluvieux ou faut-il l'arrêter ?;question produit
1711;J'ai commandé un pack de 5 articles en promotion mais n'en ai reçu que 3. Votre service client prétend que les 2 manquants ont été expédiés séparément mais je n'ai reçu aucun tracking pour ce second envoi. Où sont mes articles manquants ?;réclamation
1712;Mon routeur WiFi 6 ne diffuse plus le signal 5GHz depuis hier, seule la bande 2.4GHz fonctionne. J'ai testé un reset factory et la mise à jour firmware mais le problème persiste. Tous mes appareils rapides sont maintenant bridés;problème technique
1713;Bravo pour votre engagement dans le sport local ! Sponsoriser l'équipe de basket de ma ville montre que vous vous impliquez dans la vie de vos communautés. C'est ce genre d'initiative qui crée du lien social et fidélise les clients;autre
1714;Cette caméra de sport supporte-t-elle l'enregistrement 4K à 60fps en continu ou seulement par séquences courtes ? L'étanchéité de 30 mètres est-elle certifiée pour l'eau chlorée des piscines ? Et l'autonomie en enregistrement intensif ?;question produit
1715;Votre technicien SAV a remplacé la pièce défectueuse de mon électroménager mais maintenant l'appareil fait un bruit anormal qu'il n'avait pas avant. Je soupçonne un mauvais remontage ou une pièce incompatible. Une nouvelle intervention s'impose;réclamation
1716;"L'outil de sauvegarde automatique de mes données s'interrompt toujours à 73% avec le message ""espace insuffisant"" alors que mon disque dur a 500Go de libre. J'ai vidé le cache et redémarré mais le comportement reste identique. Quelle solution ?";problème technique
1717;Je suis journaliste spécialisé dans les nouvelles technologies et j'aimerais tester en avant-première vos innovations pour un article dans notre magazine. Nous touchons 200000 lecteurs passionnés par les dernières tendances tech. Intéressés ?;autre
1718;"Ce système domotique est-il compatible avec les assistants vocaux Alexa et Google simultanément ? Peut-on programmer des scénarios complexes comme ""mode cinéma"" qui baisse les lumières et ferme les volets automatiquement ? Et la sécurité des données ?";question produit
1719;Mon contrat de maintenance prévoit une intervention sous 4h pour les pannes critiques mais votre technicien n'est venu qu'au bout de 12h. Entre temps, ma production était à l'arrêt avec des pertes considérables. Je demande une indemnisation;réclamation
1720;Le logiciel de montage vidéo plante systématiquement lors du rendu final de projets dépassant 30 minutes. L'ordinateur n'est pas en cause car d'autres logiciels fonctionnent parfaitement avec les mêmes fichiers. Avez-vous identifié ce bug ?;problème technique
1721;Félicitations pour votre certification ISO 27001 ! En tant que responsable sécurité informatique, je sais l'effort que cela représente. Cette reconnaissance officielle renforce ma confiance dans vos solutions et votre sérieux professionnel;autre
1722;Cette imprimante photo est-elle capable de reproduire fidèlement les couleurs Pantone pour mes créations graphiques professionnelles ? Quelle résolution maximale et quels formats papier accepte-t-elle ? Y a-t-il un profil colorimétrique Adobe RGB ?;question produit
1723;Le monteur cuisine envoyé par vos soins a rayé profondément mon parquet lors de l'installation des meubles malgré mes demandes de protection. Il refuse d'assumer sa responsabilité et prétend que les rayures existaient déjà. C'est de la mauvaise foi;réclamation
1724;Mon casque de réalité virtuelle affiche des scintillements désagréables qui provoquent des maux de tête après 20 minutes d'utilisation. J'ai testé avec différents câbles et réglé la luminosité mais le problème subsiste. Est-ce un défaut connu ?;problème technique
1725;Votre nouveau service de livraison en vélo électrique est une excellente initiative écologique ! En plus d'être rapide, c'est cohérent avec les préoccupations environnementales actuelles. J'espère que d'autres entreprises suivront votre exemple;autre
1726;Ce four micro-ondes combiné peut-il cuire simultanément en mode micro-ondes et chaleur tournante ? Quelle est sa capacité exacte et ses dimensions intérieures ? Dispose-t-il de programmes automatiques pour les cuissons délicates comme les soufflés ?;question produit
1727;La formation en ligne que j'ai payée 350€ ne correspond pas du tout au programme annoncé. Les modules promis sur l'intelligence artificielle sont absents et le contenu date de 2019. Je demande un remboursement intégral pour publicité mensongère;réclamation
1728;Depuis la mise à jour de sécurité de votre plateforme, impossible d'exporter mes données vers Excel. Le bouton d'export génère une erreur 500 et le support technique n'a pas trouvé de solution en 3 jours. Mes reporting mensuels sont bloqués;problème technique
1729;Je gère une association d'aide aux personnes âgées isolées et vos tablettes simplifiées nous intéressent pour notre projet d'inclusion numérique. Proposez-vous des tarifs solidaires pour les organismes caritatifs ? Nous équiperions 30 personnes;autre
1730;Cette trottinette électrique pliable supporte-t-elle vraiment 120kg utilisateur en montée ? Le temps de pliage est-il inférieur à 10 secondes comme annoncé ? Et une fois pliée, peut-on la tirer facilement comme une valise à roulettes ?;question produit
1731;Votre installateur de climatisation m'avait garanti une température stable à ±1°C mais l'écart atteint régulièrement 4°C avec des variations inconfortables. De plus, le niveau sonore dépasse les 45dB promis. Cette installation ne respecte pas le devis;réclamation
1732;L'application mobile de ma banque connectée ne fonctionne plus depuis l'installation de votre antivirus. Elle se ferme immédiatement au lancement. J'ai ajouté l'app aux exceptions mais le problème persiste. Comment résoudre ce conflit ?;problème technique
1733;Merci pour votre geste commercial suite à ma réclamation ! Le remboursement partiel et le bon d'achat montrent que vous prenez au sérieux les retours clients. Cette réactivité renforce ma confiance et m'incite à continuer nos échanges commerciaux;autre
1734;Ce détecteur de fumée connecté peut-il différencier une vraie fumée d'incendie de la vapeur de douche chaude ? À quelle fréquence faut-il remplacer la pile et reçoit-on une alerte préventive ? L'application mobile fonctionne-t-elle sans internet ?;question produit
